,date,article,text,sentiment
323,2023-12-19 00:00:00,В ЕС запретили ввоз российских бриллиантов с марта,"Investing.com — C 1 марта 2024 года все страны «большой семерки» введут прямой запрет на ввоз бриллиантов весом от 1 карата, ограненных в третьих странах из российских алмазов, следует из вопросов и ответов к 12-му пакету санкций ЕС против России,  на сайте Еврокомиссии. С 1 сентября 2024 года запрет будет распространен и на выращенные в лаборатории бриллианты, ювелирные изделия и часы с бриллиантами весом от 0,5 карата и выше. Не позднее 1 января 2024 года все члены G7 введут прямой запрет на экспорт алмазов из России, отмечается в Q&A.В Брюсселе подчеркнули, что запрет на импорт камней российского происхождения только в ЕС не был бы эффективным, поскольку на США, Японию, Канаду и Великобританию приходится в совокупности 70% мирового розничного рынка бриллиантов. Поэтому необходим скоординированный подход и график санкционных мер в отношении не только российских алмазов, но и бриллиантов, которые были произведены из них в третьих странах и ввозятся на мировые рынки с новой страной происхождения.Если вы ищете платформу, которая позволит вам с легкостью анализировать рыночные инструменты и отбирать именно те, которые подходят для вашего портфеля и вашего стиля инвестирования, как это делают наши авторы, предлагаем вам воспользоваться .А мы дарим вам купон на дополнительную скидку 37% на двухгодовую подписку: RUTRADERS4EVER.Не забудьте ввести купон в специальное поле при !К 1 марта 2024 года, рассчитывает Еврокомиссия, в рамках G7 заработает пилотная версия механизма, отслеживающего происхождение камней «от рудника до пальца». Полностью он будет введен в эксплуатацию 1 сентября 2024 года, после чего сертификация на основе отслеживаемости происхождения станет обязательной. До его полноценного запуска игроки рынка могут использовать любые иные подтверждения нероссийского происхождения алмазов.При этом смешанные пакеты алмазов из нескольких стран не будут разрешены к ввозу в страны G7 без дополнительных доказательств того, что в них нет российских алмазов,  Forbes. В Брюсселе рассчитывают, что система проверки происхождения и сертификации алмазного сырья обеспечит большую прозрачность, в том числе в странах с кустарным производством, положительно скажется на доходах от продажи алмазов и на восприятим всех участников цепочки поставок. и",neutral
437,2023-11-13 00:00:00,Яма в $650 млрд: банки США столкнулись с реальной угрозой,"Investing.com — Сумма нереализованных убытков американских банков по их облигациям состоявляет, согласно оценкам, $650 млрд,  Business Insider. Такая гигантская сумма на балансах американских банков сравнима с бомбой замедленного действия.В марте этого года из-за повышения ФРС процентной ставки началось снижение цен на облигации и результатом стали банкротства 5 региональных банков страны.Банковскому сектору предстоит справиться с последствиями покупки низкодоходных казначейских облигаций на триллионы долларов до начала повышения процентной ставки, а так как цены на облигации падают по мере роста их доходности, стоимость этих активов резко упала с марта прошлого года.Но крупные банки обладают гибкостью, чтобы не допустить реализации огромных убытков, находящихся на их балансах, как это имело место с банками SVB, First Republic Bank и Signature Bank, которые обанкротились отчасти в результате обвала своих бумаг с фиксированным доходом.После вспышки пандемии у потребителей имелось большое количество наличных благодаря стимулирующих чеков правительства и экономии во время карантина. Этот избыток денег они начали вкладывать в банковские депозиты США, а банки, в свою очередь, вложили депозиты в низкодоходные государственные долговые бумаги. К концу 2021 года банки такими бумагами на сумму более $4 трлн с доходностью менее 2%.Но после начала роста инфляции ФРС начала повышать процентную ставку, и доходность 10-летних казначейских облигаций утроилась до более чем 4,5% менее чем за 2 года. Такой внезапный шок ставки привел к падению цен на облигации и волне банкротств банков, и как следствие, к крупнейшему рыночному обвалу в истории рынка.Стоимость банков со значительными пакетами бумаг с фиксированной доходностью резко упала, так как крах облигаций привел к уже указанным нереализованным убыткам банков $650 млрд. Но даже с такими огромными нереализованными убытками банки могут справиться с ситуацией. Например, они могут удерживать свои низкодоходные долговые бумаги и вообще не понести никаких убытков, так как не будут вынуждены продавать свои акции, чтобы покрыть вклады, которые быстро забирают клиенты.Также они могут продать часть или всю свою низкодоходную задолженность и реинвестировать доходы в более высокодоходные облигации, если решат, что проценты, полученные от высокодоходной задолженности, перевесят убытки от продажи облигаций.И наконец, стоимость облигаций на балансе банков просто может увеличиться, а их нереализованные убытки уменьшатся, если ФРС начнет снижать ставку. и",neutral
173,2024-04-12 00:00:00,IPO МТС-Банка: новости к утру 12 апреля,"Investing.com — МТС Банк объявил о планах провести IPO на Мосбирже, а несколько банков Китая ужесточили контроль за платежами российского бизнеса — эти и другие важные новости к утру пятницы, 12 апреля, в нашем ежедневном обзоре.МТС Банк (контролируется группой ) объявил о планах провести IPO на Мосбирже. Об этом  РБК со ссылкой на сообщение компании. Инвесторам будут предложены акции, выпущенные в рамках дополнительной эмиссии. Привлеченные в ходе IPO средства будут направлены банком на реализацию стратегии роста и дальнейшее масштабирование высокомаржинального розничного бизнеса, говорится в сообщении.Несколько крупных банков Китая ужесточили контроль за платежами из России — они запрашивают у российских клиентов информацию, связаны ли трансакции с новыми регионами и Крымом, Ираном, Северной Кореей, Кубой, Сирией или российскими ОПК и вооруженным силами. Об этом  «Известия» со ссылкой на российских предпринимателей. Они назвали в числе таких банков  (четвертое место по величине активов среди банков КНР) и Great Wall West China Bank.Минфин не поддержал идею освободить от налогов долгосрочные вклады, сообщил замминистра финансов Иван Чебесков,  «Интерфакс». «Нужно стимулировать граждан больше инвестировать в инструменты долгосрочных инвестиций. На наш взгляд, освобождение вкладов будет противоречить этой цели», — пояснил он.Золото обновило очередной исторический максимум: его котировки впервые поднялись выше $2400 за унцию. Стоимость июньского контракта на  на Чикагской товарной бирже (CME) на торгах в пятницу, 12 апреля, на пике поднималась на 1,69%, до $2412,8 за унцию.Трейдеры рынка деривативов ставят на рост волатильности опционов на  в преддверии майских решений Комиссии по ценным бумагам и биржам США (SEC) по биржевым фондам на базе ETH,  The Block. Участники рынка в течение месяца открывали короткие позиции по опционам с экспирацией в апреле, согласно данным, полученным The Block от трейдера Гордона Гранта. По его словам, подразумеваемая волатильность Ethreum сохранится или снизится.Если вы ищете платформу, которая позволит вам с легкостью анализировать рыночные инструменты и отбирать именно те, которые подходят для вашего портфеля и вашего стиля инвестирования, как это делают наши авторы, предлагаем вам воспользоваться .А мы дарим вам купон на дополнительную скидку 10% на годовую подписку: RUTRADERS4EVER.Не забудьте ввести купон в специальное поле при ! и",neutral
94,2024-04-05 00:00:00,Какие активы станут главными бенефициарами грядущей инфляции?,"Investing.com — Согласно прогнозу, в течение следующего десятилетия акции роста потеряют триллионы долларов, которые перетекут к «бенефициарам инфляции», то есть тем активам, которые растут, если инфляция остается высокой,  Business Insider.Это может привести к «бычьему» рынку для золота, алюминия и энергоносителей.Этот прогноз составил Ларри Макдональд, бывший руководитель макростратегии США в Société Générale, который считает, что инфляция в стране будет стабильно превышать целевой показатель ФРС 2% в ближайшие годы и останется в пределах 3–4% в течение следующего десятилетия.Из-за устойчивой инфляции на фоне государственного стимулирования и сильного рынка труда давление на акции роста также будет усугубляется тем фактом, что геополитический конфликт находится на пике. Эксперт упомянул стагфляционный кризис 70-х годов, который совпал с войной во Вьетнаме, которая сама по себе является инфляционной.Но «бенефициары инфляции», которые будут расти, поскольку цены остаются повышенными, то есть такие активы, как никель, алюминий, уран, , золото, нефть и газ, это мощная сила.По оценке эксперта, одна только энергетическая сеть будет стоить около $2 трлн. В эти секторы польются инвестиции, ушедшие из популярных растущих акций, таких как «Великолепная семерка», и интерес к некоторым из этих активов уже растет, в частности, к .Если вы ищете платформу, которая позволит вам с легкостью анализировать рыночные инструменты и отбирать именно те, которые подходят для вашего портфеля и вашего стиля инвестирования, как это делают наши авторы, предлагаем вам воспользоваться .А мы дарим вам купон на дополнительную скидку 10% на годовую подписку: RUTRADERS4EVER.Не забудьте ввести купон в специальное поле при ! и",neutral
816,2023-07-30 00:00:00,Западные СМИ сообщили о смертоносном для Киева наступлении России,"МОСКВА, 30 июл -- ПРАЙМ. Обозреватель французского издания Le Monde Тома Д`Истриа отметил важность перехода российской армии в ""смертоносное для ВСУ"" наступление на территории Луганской Народной Республики.По его мнению, для киевских военных это стало серьезным испытанием на прочность, ведь российские войска превосходят и численностью, и огневой мощью.ВСУ ""пытаются сдержать наступление в Серебрянском лесу в районе Кременной"", отмечает автор статьи. Один из украинских военных рассказал, что подконтрольной Киеву армии не хватает артиллерии и живой силы для противодействия противнику.Как сообщало ранее Министерство обороны России, военные силы продвинулись в направлении Новоселовского на Купянском участке фронта. Помимо этого, есть успехи на Краснолиманском направлении.Как заявил в своем Twitter украинский режиссер Игорь Лопатенок, вместо того, чтобы изменить ситуацию на поле противостояния,""нацистский режим в Киеве отчаянно пытается вывести из равновесия позицию президента Путина"", устраивая теракты при помощи беспилотников в мирных российских городах.""С этим у них ничего не получится, потому что Зеленский -- актер, а Путин -- государственный деятель, я уверен, вы понимаете разницу"", -- отметил украинский режиссер.",neutral
943,2023-07-29 00:00:00,Simple Group с 1 августа поднимет цены на часть своего ассортимента,"МОСКВА, 28 июл -- ПРАЙМ. Simple Group, один из крупнейших импортеров премиального вина и крупнейший импортер итальянских вин в России, с 1 августа поднимает цены на часть своего ассортимента на фоне роста стоимости логистики и ослабления курса рубля, следует из письма компании для партнёров, с которым ознакомилось РИА Новости.""Мы всегда прикладываем максимальные усилия для сохранения цен, но в связи со значительным ростом затрат на производство у наших поставщиков, ростом цен на логистические услуги, а также ослаблением курса рубля по отношению к иностранным валютам -- уведомляем вас, что компанией будет производиться изменение цен на часть поставляемой нами продукции с 01.08.2023"", -- говорится в нем.Компания также выразила надежду, что предпринимаемые усилия в части минимизации эффекта от корректировки цен, ""позволят сократить до минимума возможные связанные издержки партнёров и конечных потребителей продукции"".РИА Новости направило запрос импортеру.В конце июня основатель и президент Simple Group Максим Каширин заявлял РИА Новости, что компания пока не планирует пересматривать цены на свой ассортимент, а волатильность валют уже была заложена в стоимость.В конце февраля прошлого года компания на непродолжительное время приостанавливала отгрузки продукции ""в связи с резким скачком евро"". Но уже в начале марта возобновила поставки импортной продукции с учетом повышения цен в среднем на 15%.В конце марта Simple Group объявила о снижении с 1 апреля цен на большую часть ассортимента в среднем на 10-15%, а позже, в мае, о повторном снижении цен на импортный алкоголь на фоне укрепления курса рубля.",neutral
542,2023-10-16 00:00:00,В Госдуме посоветовали переждать мировой кризис «в рубле»,"Investing.com — Председатель комитета Госдумы по финансовому рынку Анатолий Аксаков считает, что мир ждет глобальный кризис, а военные конфликты в разных точках мира были спровоцированы специально для того, чтобы дать «выйти пару» из-за его наступления,  РБК. Также Аксаков порассуждал о курсе рубля и дал совет, в каких валютах хранить сбережения.«Грядет мировой кризис, я об этом частенько говорю. Я думаю, даже те геополитические процессы — все эти военные явления — они инициируются в том числе для того, чтобы каким-то образом отвлечь внимание и найти вариант такого выхода пара, энергии от надвигающегося экономического кризиса. То есть те огромные дисбалансы, которые накопились в западном мире, прежде всего в США, они требуют выхода, прорыва. И вот в разных точках через горячую ситуацию пар выпускается для того, чтобы не взорвалась ситуация внутри тех же Соединенных Штатов Америки», — сказал Аксаков.По его словам, лучшая защита от мирового кризиса — это сбережения в рублях. Именно рубль глава комитета Госдумы по финрынку считает самой надежной валютой.«Сейчас большую часть [сбережений] рекомендую держать в рублях, подавляющую часть. А эти рубли еще и очень серьезно инвестировать в разные ценные бумаги. Инвестировать в государственные облигации либо облигации наших крупных компаний — никаких рисков, очень хорошая доходность. Плюс сейчас очень выгодный курс акций, поскольку была не самая простая пора, ситуация с инвестициями была не очень простая и рискованная», — сказал Аксаков, отвечая на вопрос, в чем хранить личные сбережения.Расходы бюджета, заложенные на следующий год, будут стимулировать приток денег в экономику, из-за чего котировки российских активов будут расти, считает депутат. Он отметил, что интерес к доллару и  падает. При этом инвестировать в другие валюты можно «на вкус». Например, если человек планирует поездку в Китай, то часть сбережений можно хранить в юанях, если в Объединенные Арабские Эмираты — в дирхамах ОАЭ.«Риск ослабления рубля все равно сохраняется. Прежде всего геополитический. Если что-то там на Западе еще придумают против нашей страны, очевидно, что [это] будет работать на ослабление рубля. То есть наш рубль реально должен быть намного крепче», — сказал Аксаков, комментируя перспективы рубля.Он напомнил, что в проекте бюджета заложен курс 90  на 2024 год. Согласно прогнозу Министерства экономического развития, на основе которого верстается бюджет, средний курс доллара в следующем году составит 90,1 руб., выяснил ранее РБК. Также глава комитета по финрынку сослался на «некоторые» другие оценки, которые предполагают еще более крепкий рубль с учетом цен на нефть. Поскольку реальная цена углеводородов, очищенная от санкционного дисконта, выше той, которая указана в бюджете. и",neutral
732,2023-08-15 00:00:00,Fitch может понизить рейтинг крупнейших банков США,"Investing.com — Рейтинговое агентство Fitch Ratings снизило свою оценку состояния банковской отрасли США в июне, хотя это не привело к понижению рейтингов банков, однако это еще не предел, и оно может быть вынуждено снова прибегнуть к такой мере,  CNBC.Очередное понижение рейтинга банков США на одну ступень — с AA- до A+ заставит Fitch пересмотреть рейтинги каждого из более чем 70 банков страны. Эта мера приведет к перекалибровке всех финансовых показателей и, вероятно, к негативным рейтинговым действиям.Fitch также может быть вынуждено снизить рейтинг 10 крупнейших банков, в том числе .Это привет к возможной нестабильности во всем секторе, тем более, что недавно еще одно агентство — Moody’s — понизило рейтинги 10 малых и средних банков США и предупредило, что сокращения могут коснуться еще 17 кредиторов, включая более крупные учреждения. и",neutral
299,2023-12-08 00:00:00,Moody’s просило своих сотрудников в Китае работать из дома,"Investing.com — Рейтинговое агентство Moody’s Investors Service посоветовало своим сотрудникам в Китае работать из дома в преддверии  на этой неделе о снижении прогноза по суверенным облигациям страны до негативного уровня,  Bloomberg.Персоналу в Пекине и Шанхае посоветовали не ходить в офисы, что по мнению самих сотрудников было мотивировано страхом перед государственными проверками после снижения прогноза.Помимо этого Moody’s посоветовало аналитикам в Гонконге временно избегать поездок на материк перед этим важным объявлением.Напомним: во вторник агентство Moody’s понизило прогноз по Китаю со стабильного до негативного, сохранив при этом долгосрочный рейтинг суверенных облигаций страны на уровне А1. и",neutral
560,2023-09-22 00:00:00,Минфин России предлагает в 2024 году вернуться к бюджетному правилу,"Investing.com — Министр финансов России Антон Силуанов в ходе заседания правительства сообщил, что ведомство предлагает вернуться к обычным параметрам расчета базовых нефтегазовых доходов в 2024 году, исходя из базовой цены на нефть — $60 за баррель. Об этом  «Коммерсантъ».«Если в этом году мы рассчитывали базовые нефтегазовые доходы, исходя из номинальной цифры в 8 трлн рублей, то в следующем году предлагаем вернуться к обычным параметрам расчета базовых нефтегазовых доходов, исходя из базовой цены на нефть», — сказал Силуанов.По прогнозу Минэкономики, в 2023 году средняя цена нефти  будет на уровне $83,5 за баррель, в 2024-м — вырастет до $85 за баррель, а в 2025 и 2026 годах снизится до $80,2 и $76,2. Экспортные цены на российскую нефть в 2024–2026 годах составят около $70 за баррель, ожидает ведомство.Как сообщил на заседании премьер-министр Михаил Мишустин, в 2024 году доходы бюджета ожидаются в размере 35 трлн руб., а расходы — 36,6 трлн руб. Согласно проекту бюджета, ненефтегазовые доходы в 2024 году должны вдвое превысить нефтегазовые. Рост ВВП в 2024 году ожидается на 2,3%, далее — более 2% в год. и",neutral
596,2023-09-13 00:00:00,Главные новости: долгожданное IPO чипмейкера Arm,"Investing.com — В среду в центре внимания окажется публикация ключевых данных по инфляции в США, пока инвесторы пытаются оценить, как эти данные могут повлиять на решения Федеральной резервной системы по процентной ставке. В то же время компания  представил дополнительные изменения в своем устройстве iPhone, а Arm, по сообщениям, готовится установить цену первичного размещения акций на верхней границе заявленного диапазона.Американские фондовые фьючерсы в среду снизились, но остаются вблизи флэта, пока трейдеры ожидают выхода важных данных по инфляции в конце сессии, которые могут помочь определить дальнейший путь монетарной политики Федеральной резервной системы.По состоянию на 05:27 по восточному времени (09:27 по Гринвичу) контракт на Dow снизился на 31 пункт, или на 0,1%,  упал на 3 пункта, или на 0,1%, а  незначительно снизился на 11 пунктов, или на 0,1%.На предыдущей сессии все 3 основных индекса снизились, в частности,  потерял 144 пункта, или 1,0%. Падение акций компании Oracle (NYSE: ) после неутешительного прогноза по доходам за текущий квартал, а также снижение акций Apple после ежегодного осеннего мероприятия по выпуску аппаратного обеспечения, проведенного технологическим гигантом, оказали негативное влияние на фондовый рынок.Теперь внимание переключается на публикацию индекса потребительских цен (CPI) в США, который является основным индикатором роста цен, за август.Представители ФРС и рынок, вероятно, будут внимательно следить за этими данными, которые могут повлиять на то, как центральный банк будет подходить к принятию решений по процентной ставке в течение оставшейся части года.Экономисты ожидают, что темпы роста годовой базовой инфляции в крупнейшей экономике мира в течение месяца увеличились с 3,2% в июле до 3,6%, а индекс потребительских цен за месяц, по прогнозам, ускорился с 0,2% до 0,6%, что в значительной степени объясняется недавним ростом цен на энергоносители.Ожидается, что базовый показатель, в котором не учитываются такие волатильные статьи, как продукты питания и топливо, замедлится с 4,7% до 4,3% в годовом исчислении. В месячном исчислении показатель инфляции останется на уровне 0,2%.Сдерживание растущей инфляции является одной из основных целей кампании по повышению процентной ставки, проводимой ФРС на протяжении почти полутора лет. Широко распространено мнение, что на предстоящем в этом месяце заседании ФРС откажется от дальнейшего ужесточения политики, однако сохраняется неопределенность в отношении того, что ФРС может предпринять позднее в 2023 году. Некоторую ясность в этот вопрос может внести публикуемый в среду индекс потребительских цен.Акции компании Apple упали во вторник после того, как в ходе ежегодного обновления аппаратной части гигант представил 4 новые модели iPhone, но при этом воздержался от серьезных обновлений дизайна и программного обеспечения флагманского устройства.Одним из наиболее заметных изменений в последнем гаджете iPhone 15 стало первое в истории включение универсального порта для зарядки USB-C. На Apple оказывали давление, заставляя встроить эту функцию, чтобы соответствовать требованиям законодательства Европейского союза, устанавливающего единый стандарт зарядки для всех смартфонов и портативных электронных устройств.При этом цены остались примерно на том же уровне, что и в прошлом году, хотя стоимость iPhone 15 Pro Max была фактически увеличена на $100 до $1199, что является попыткой Apple извлечь больше денег из топовой модели.Самая дорогая компания в мире пытается остановить падение выручки за последние 3 квартала, связанное с замедлением роста мирового рынка смартфонов. Также растет обеспокоенность по поводу спроса и производства Apple в Китае после сообщений о том, что правительственных чиновников попросили не использовать iPhone для работы. Тем временем китайский конкурент Huawei представил свой обновленный смартфон, что угрожает доле калифорнийского концерна на рынке этой страны.По имеющимся данным, компания Arm заручилась поддержкой инвесторов, чтобы, по крайней мере, установить цену своего долгожданного первичного публичного размещения акций (IPO) на верхней границе заявленного диапазона, в результате чего британский разработчик микросхем будет оценен в $54,5 млрд с учетом разводнения.По словам источника, цитируемого агентством Reuters, Arm решила согласиться только на верхнюю границу целевого диапазона от $47 до $51 за акцию — или даже на более высокую цену — после рассмотрения ряда предложений инвесторов. Компания примет решение о том, за какую сумму она хочет продать свои акции, в среду, как сообщает Reuters со ссылкой на информированные источники.Акции Arm должны начать торговаться в Нью-Йорке в четверг.Ожидается, что IPO Arm станет крупнейшим за последние почти 2 года. Высокий спрос на размещение акций может также подстегнуть оживление на рынке листинга в США, который находился в состоянии относительного покоя, поскольку компании отложили планы по выходу на биржу из-за опасений по поводу неопределенности экономической ситуации. На этой неделе свои планы по IPO обнародовали компания электронной коммерции Instacart, компания по автоматизации маркетинга Klaviyo и производитель сандалий Birkenstock.Бернард Луни покинул пост генерального директора BP (LON: ) (NYSE: ) из-за того, что не раскрыл всех деталей своих личных отношений с коллегами по работе, как сообщила нефтяная компания.В заявлении BP говорится, что Луни признал, что он не был полностью прозрачен, информировав ранее об этих отношениях. 53-летний сотрудник также признал, что он не предоставил подробную информацию обо всех отношениях и признает, что обязан был предоставить ее.Финансовый директор Мюррей Аучинклосс временно заменит Луни. Акции BP, котирующиеся в Лондоне, снизились в начале торгов в среду.В связи с этим уходом возникают вопросы относительно будущей стратегии ВР, которая в значительной степени была сосредоточена на развитии отдела «зеленой» энергетики, возглавляемой Луни. Ранее руководители компании заявляли, что продолжат отказ от ископаемого топлива, несмотря на то, что резкий рост цен на нефть после начала конфликта на Украине привел к увеличению годовой прибыли до рекордного уровня в 2022 году.После падения цен на нефть в начале этого года основные эталоны сейчас находятся вблизи самых высоких отметок с ноября прошлого года. К 05:23 по восточному времени фьючерсы на  торговались на 0,6% выше, по $89,39 за баррель, а контракт на  поднялся на 0,6%, до $92,58. и",neutral
248,2024-01-22 00:00:00,Банкротство очередной блокчейн-платформы: новости к утру 22 января,"Investing.com — Блокчейн-платформа Terraform Labs подала заявление о банкротстве, а владельцы танкеров предупредили о затяжном кризисе в Красном море — эти и другие важные новости к утру понедельника, 22 января, в нашем ежедневном обзоре.Криптовалютная компания Terraform Labs, стоящая за рухнувшей в 2022 году стабильной монетой TerraUSD, подала заявление о банкротстве по главе 11 в США,  CNBS со ссылкой на судебные документы. Обязательства компании оцениваются в пределах от $100 млн до $500 млн. Объем активов Terraform Labs находится в том же диапазоне, следует из документов компании. Terraform Labs отметила, что выполнит все финансовые обязательства перед сотрудниками и поставщиками при рассмотрении дела, не требуя дополнительного финансирования.Нефтяной рынок из-за атак йеменских хуситов готовится к перебоям с поставками по Красному морю, которые могут затянуться на несколько недель,  Bloomberg. Все большее число танкеров, которые перевозят сырую нефть и топливо, отправляются маршрутом в обход Красного моря, по которому обычно проходит около 12% мировой морской торговли, рассказали агентству судовладельцы, брокеры и трейдеры. Ситуация усугубилась после ударов США и Великобритании по Йемену 12 января, которые «усилили ощущение хаоса», отмечает агентство.Несмотря на холодную погоду в Европе и атаки йеменских хуситов, из-за которых грузовым судам приходится выбирать маршруты в обход Красного моря,  в Европе в этом году снизились на 12%,  Bloomberg. Сейчас цены на газ ниже €30 за 1 МВт·ч — почти в 10 раз меньше, чем на пиковых значениях, которых они достигали в 2022 году. В прошлом году они снизились почти на 60%, отмечает агентство. Цены падают благодаря накопленным в прошлом году рекордным запасам газа, относительно мягкой зиме в Европе, а также возобновляемым источникам энергии, отмечает агентство.Американская сеть коворкингов WeWork договорилась с инвестиционной компанией O1 Properties о продаже своего бизнеса в России. Об этом газете «Ведомости»  два консультанта, работавших с ними. Информацию о планирующейся сделке подтвердил и источник, близкий к одной из компаний. Представитель O1 Properties и глобальный офис WeWork от комментариев отказались.Стартап Илона Маска xAI, который занимается разработками в области искусственного интеллекта (ИИ), привлек $500 млн инвестиций,  Bloomberg со ссылкой на источники, знакомые с ходом переговоров. Всего компания планирует привлечь $1 млрд инвестиций. По расчетам xAI, ее оценка составит от $15 до $20 млрд, хотя эти показатели могут измениться в ближайшие несколько недель. Сам Маск в принадлежащей ему соцсети X назвал сообщение Bloomberg «фейком».Если вы ищете платформу, которая позволит вам с легкостью анализировать рыночные инструменты и отбирать именно те, которые подходят для вашего портфеля и вашего стиля инвестирования, как это делают наши авторы, предлагаем вам воспользоваться .А мы дарим вам купон на дополнительную скидку 10% на двухгодовую подписку: RUTRADERS4EVER.Не забудьте ввести купон в специальное поле при ! и",neutral
